Case,year,year0,rep,Station,istation,depth,lat,long,latx,longy,tots,spp,HP,JP,HB,V,ES2,ES10,ES15,ES50,ES100,ES200,ES500,GD,alpha,mxd,devs,region,period,SandClass,sqrttots,sqrtspp,lnspp,lnalpha,sqrtTOC,MED,Depth (m),% Gravel,% Fines,Disturb
483,2000,8,2,FF09,6,50,42.3125,-70.656667,884403.8,2940068.5,2199,105,4.248013,0.632687,2.864967,0.631137,1.863255,6.633302,8.849536,19.601252,29.551811,42.550891,63.144633,13.64388,22.964992,0.736011,0.263989,far,pre,G50,46.893496,10.246951,4.65396,3.133971,0.834,45,50,0.2,19.5,TRUE
484,2000,8,3,FF09,6,50,42.3125,-70.656667,884403.8,2940068.5,1580,91,4.456302,0.684764,2.992213,0.683465,1.895301,7.032262,9.403326,20.901652,31.030579,43.668782,63.582241,12.355434,20.996686,0.811058,0.188942,far,pre,G50,39.749214,9.539392,4.51086,3.044365,0.834,49,50,0.2,19.5,FALSE
485,2000,8,1,FF10,7,28.71,42.414,-70.878667,824088.8,2976539.8,1624,76,4.388149,0.702337,2.961878,0.702117,1.918552,7.320441,9.664512,19.222303,26.869205,36.512112,51.976954,10.280485,16.530474,0.830192,0.169808,near,pre,G50,40.298883,8.717798,4.330733,2.805206,0.854,117,28.7,22.47,18.87,FALSE
486,2000,8,2,FF10,7,28.71,42.414,-70.878667,824088.8,2976539.8,1687,72,2.923317,0.473801,1.96082,0.469937,1.67349,4.744003,6.18565,13.006335,19.305041,28.085068,44.06038,9.689522,15.275331,0.577927,0.422073,near,pre,G50,41.073106,8.485281,4.276666,2.726239,0.854,136,28.7,22.47,18.87,TRUE
487,2000,8,3,FF10,7,28.71,42.414,-70.878667,824088.8,2976539.8,2411,73,3.276422,0.529324,2.218205,0.52669,1.721244,5.260906,6.988216,15.229563,22.340279,31.406807,45.430249,9.373639,14.201431,0.681811,0.318189,near,pre,G50,49.101935,8.544004,4.290459,2.653343,0.854,142,28.7,22.47,18.87,TRUE
488,2000,8,1,FF11,8,88.42,42.658333,-70.5,925297.4,3066550.5,2932,59,2.801827,0.476287,1.90586,0.473936,1.676144,4.663913,6.006087,12.12418,17.486385,24.25957,35.0665,7.390298,10.462449,0.640701,0.359299,far,pre,LE50,54.147945,7.681146,4.077537,2.347793,1.45,29,88.4,0,79.95,TRUE
489,2000,8,2,FF11,8,88.42,42.658333,-70.5,925297.4,3066550.5,1775,52,2.393164,0.419821,1.611036,0.415739,1.555297,4.037579,5.305897,11.50921,16.71633,23.104989,33.566501,6.950426,10.036796,0.579313,0.420687,far,pre,LE50,42.130749,7.211103,3.951244,2.306258,1.45,18,88.4,0,79.95,TRUE
490,2000,8,3,FF11,8,88.42,42.658333,-70.5,925297.4,3066550.5,1840,57,3.315879,0.56848,2.244912,0.566449,1.793004,5.559276,7.122781,13.607284,18.924543,25.992254,38.405032,7.582287,11.149947,0.716763,0.283237,far,pre,LE50,42.895221,7.549834,4.043051,2.411435,1.45,17,88.4,0,79.95,TRUE
491,2000,8,1,FF12,9,23.47,42.39,-70.899667,818479.6,2967753.3,2583,53,2.921313,0.510013,1.990245,0.508576,1.760381,4.919416,6.115457,11.457058,15.944458,21.074227,28.952915,6.745829,9.437965,0.653378,0.346622,near,pre,G50,50.823223,7.28011,3.970292,2.24474,0.731,326,23.5,2.95,28.7,TRUE
492,2000,8,2,FF12,9,23.47,42.39,-70.899667,818479.6,2967753.3,2428,49,2.997168,0.533806,2.040579,0.531984,1.753014,5.051301,6.382054,12.200222,17.003484,22.689299,31.54302,6.286223,8.694565,0.718862,0.281138,near,pre,G50,49.27474,7,3.89182,2.162698,0.731,364,23.5,2.95,28.7,TRUE
493,2000,8,3,FF12,9,23.47,42.39,-70.899667,818479.6,2967753.3,2312,50,3.366726,0.596529,2.293727,0.595358,1.813252,5.730365,7.330253,13.82203,18.666989,24.182829,32.572301,6.455054,9.005976,0.814719,0.185281,near,pre,G50,48.083261,7.071068,3.912023,2.197888,0.731,335,23.5,2.95,28.7,FALSE
494,2000,8,1,FF13,10,20.73,42.319833,-70.823,839394,2942339.5,3365,54,3.26449,0.567255,2.232309,0.566215,1.833654,5.563446,6.808009,11.807972,16.775559,23.412621,33.004701,6.649277,9.134157,0.689947,0.310053,near,pre,G50,58.00862,7.348469,3.988984,2.212021,1.32,387,20.7,0,70.75,TRUE
495,2000,8,2,FF13,10,20.73,42.319833,-70.823,839394,2942339.5,4217,57,2.969516,0.509099,2.033105,0.507929,1.763147,5.036059,6.293204,11.442288,15.711693,21.312958,30.396156,6.8289,9.318123,0.663316,0.336684,near,pre,G50,64.938432,7.549834,4.043051,2.231961,1.32,797,20.7,0,70.75,TRUE
496,2000,8,3,FF13,10,20.73,42.319833,-70.823,839394,2942339.5,4164,57,3.184726,0.545994,2.181485,0.545057,1.798065,5.446691,6.84293,12.25888,16.694641,22.328373,31.303523,6.839263,9.341164,0.711581,0.288419,near,pre,G50,64.529063,7.549834,4.043051,2.234431,1.32,337,20.7,0,70.75,TRUE
497,2000,8,1,FF14,11,73.31,42.416667,-70.654833,884523,2978031.8,1361,72,4.527679,0.73383,3.046479,0.733512,1.923922,7.496347,10.004812,20.667074,29.09272,38.941763,54.148967,9.977862,16.20773,0.906194,0.093806,far,pre,LE50,36.891733,8.485281,4.276666,2.785488,1.2,34,73.3,1.3,72.35,FALSE
498,2000,8,2,FF14,11,73.31,42.416667,-70.654833,884523,2978031.8,1897,75,4.65055,0.746618,3.153087,0.747269,1.939476,7.862565,10.597729,21.309199,28.199994,35.868624,48.965517,9.936369,15.594858,0.875098,0.124902,far,pre,LE50,43.554563,8.660254,4.317488,2.746941,1.2,76,73.3,1.3,72.35,FALSE
499,2000,8,3,FF14,11,73.31,42.416667,-70.654833,884523,2978031.8,1435,72,4.672367,0.757281,3.15222,0.758041,1.94205,7.896381,10.631791,21.407538,28.741695,36.882417,50.534359,9.905185,15.966277,0.886271,0.113729,far,pre,LE50,37.881394,8.485281,4.276666,2.770479,1.2,30,73.3,1.3,72.35,FALSE
500,2000,8,1,NF02,14,26,42.3385,-70.828167,837943,2949130.5,2473,66,2.993284,0.495216,2.028221,0.492456,1.711915,4.828856,6.208361,13.000012,19.313668,27.583557,41.0467,8.447257,12.463646,0.622139,0.377861,near,pre,G50,49.729267,8.124038,4.189655,2.522816,0.574,150,26,3.1,8.5,TRUE
501,2000,8,1,NF04,16,34,42.4155,-70.8065,844112.4,2977241.3,1724,71,4.393143,0.714362,2.973183,0.714443,1.917207,7.365927,9.797899,19.755199,26.911326,35.010731,47.461538,9.527129,14.921567,0.87916,0.12084,near,pre,G50,41.521079,8.42615,4.26268,2.702808,0.387,1,34,0.2,5.8,FALSE
502,2000,8,1,NF05,17,36,42.427,-70.833833,836158.6,2981368.8,1383,87,4.396439,0.682365,2.943935,0.680857,1.883884,6.938765,9.314098,20.847338,30.99911,43.422337,62.422561,12.02985,20.611431,0.811958,0.188042,near,pre,G50,37.188708,9.327379,4.465908,3.025846,1.11,63,36,1.1,39.5,FALSE
503,2000,8,1,NF07,19,32,42.41,-70.814833,841338.2,2975214.5,3188,86,3.375804,0.525314,2.293488,0.523353,1.758606,5.471712,7.178426,14.769459,21.18821,29.911461,45.63997,10.66052,16.280941,0.646668,0.353332,near,pre,G50,56.462377,9.273618,4.454347,2.789995,0.943,183,32,0.3,42.9,TRUE
504,2000,8,1,NF08,20,28,42.4,-70.8635,828222.6,2971468.3,1906,72,3.667529,0.59442,2.480583,0.593122,1.836206,6.101701,7.914458,15.397032,21.309525,29.165857,43.341121,9.532936,14.79615,0.700318,0.299682,near,pre,LE50,43.65776,8.485281,4.276666,2.694367,1.17,237,28,0.08,66.53,TRUE
505,2000,8,1,NF09,21,29,42.399833,-70.844833,833265,2971445.8,2755,86,4.188238,0.651737,2.849074,0.651481,1.898813,6.94478,9.103456,18.229368,25.343062,33.671291,47.346481,10.856978,16.853824,0.776565,0.223435,near,pre,G50,52.488094,9.273618,4.454347,2.824578,0.985,201,29,0.1,38.5,FALSE
506,2000,8,1,NF10,22,32.91,42.392833,-70.838167,835085.4,2968908.8,2316,85,4.322918,0.674466,2.933866,0.674435,1.913215,7.262953,9.59942,18.702363,25.267474,33.622191,48.720223,10.971144,17.339667,0.759211,0.240789,near,pre,G50,48.124838,9.219544,4.442651,2.852997,1.11,235,32.9,0.3,47.3,FALSE
507,2000,8,1,NF12,24,34.93,42.39,-70.8305,837164.6,2967892.5,1460,54,4.079066,0.7088,2.761494,0.708619,1.908268,7.026709,9.130495,17.157255,22.826908,29.272766,39.333936,7.411279,11.037452,0.894767,0.105233,near,pre,LE50,38.209946,7.348469,3.988984,2.401294,1.24,197,34.9,0,65.05,FALSE
508,2000,8,2,NF12,24,34.93,42.39,-70.8305,837164.6,2967892.5,3554,77,3.740663,0.596903,2.553548,0.596105,1.862253,6.253367,8.006022,15.247465,21.106228,28.404254,40.838687,9.418005,13.87473,0.717849,0.282151,near,pre,LE50,59.615434,8.774964,4.343805,2.630069,1.24,240,34.9,0,65.05,TRUE
509,2000,8,3,NF12,24,34.93,42.39,-70.8305,837164.6,2967892.5,2330,65,3.894889,0.646737,2.650209,0.646271,1.887992,6.620857,8.508482,16.028041,21.598727,28.123476,39.5751,8.383177,12.402042,0.790096,0.209904,near,pre,LE50,48.270074,8.062258,4.174387,2.517861,1.24,388,34.9,0,65.05,FALSE
510,2000,8,1,NF13,25,33.82,42.39,-70.8225,839325.8,2967909.8,1845,76,4.211038,0.67399,2.847468,0.673253,1.901182,6.962672,9.11024,18.245226,25.88508,35.491247,50.873822,10.106068,15.973312,0.806533,0.193467,near,pre,G50,42.953463,8.717798,4.330733,2.770919,0.283,8,33.8,1.87,4.63,FALSE
511,2000,8,1,NF14,26,34.09,42.386667,-70.822667,839290.4,2966694.5,3595,74,4.223314,0.680143,2.888908,0.680305,1.916032,7.245751,9.513216,18.000507,23.559412,29.861107,40.236245,9.038389,13.186584,0.81428,0.18572,near,pre,G50,59.958319,8.602325,4.304065,2.5792,0,101,34.1,35.7,11.2,FALSE
512,2000,8,1,NF15,27,32.67,42.382167,-70.827833,837907.5,2965043.8,2600,77,4.035761,0.643992,2.744029,0.643204,1.875537,6.681709,8.775754,17.467094,24.416804,33.257446,47.315678,9.792368,14.90059,0.794997,0.205003,near,pre,G50,50.990195,8.774964,4.343805,2.701401,0.837,208,32.7,3.9,15.1,FALSE
513,2000,8,1,NF16,28,31.1,42.378333,-70.837667,835261.6,2963626,2129,63,2.910665,0.486955,1.969345,0.484351,1.687423,4.840759,6.304045,12.893379,18.246295,24.844482,36.198345,8.220886,12.189035,0.638932,0.361068,near,pre,G50,46.141088,7.937254,4.143135,2.500537,0.954,217,31.1,10.2,25.7,TRUE
514,2000,8,1,NF17,29,30.6,42.381333,-70.814833,841422.3,2964768,1573,57,4.073277,0.698329,2.757854,0.697784,1.89813,6.933681,9.062129,17.401513,23.446911,30.670447,41.89633,7.743787,11.590287,0.893279,0.106721,near,pre,G50,39.661064,7.549834,4.043051,2.450167,0.308,0,30.6,0,2,FALSE
515,2000,8,2,NF17,29,30.6,42.381333,-70.814833,841422.3,2964768,1459,52,3.819113,0.669968,2.583713,0.668999,1.868709,6.454016,8.377951,16.419405,22.328274,28.780105,38.150317,7.137458,10.529473,0.886854,0.113146,near,pre,G50,38.196859,7.211103,3.951244,2.354178,0.308,2,30.6,0,2,FALSE
516,2000,8,3,NF17,29,30.6,42.381333,-70.814833,841422.3,2964768,1521,45,4.001403,0.728607,2.716096,0.728124,1.904437,6.954106,9.014046,16.653033,21.905202,27.796469,35.843094,6.141565,8.706064,1.057889,0.057889,near,pre,G50,39,6.708204,3.806662,2.16402,0.308,0,30.6,0,2,FALSE
517,2000,8,1,NF18,30,33.34,42.396683,-70.82185,839344.4,2970309.7,2233,88,3.98092,0.616296,2.692921,0.61493,1.859478,6.346847,8.318653,17.781716,25.908934,35.95353,52.579277,11.412118,18.282654,0.735294,0.264706,near,pre,LE50,47.254629,9.380832,4.477337,2.905953,0.99,101,33.3,47.5,11.2,TRUE
518,2000,8,1,NF19,31,33.21,42.371683,-70.805017,843965.5,2961235.9,3344,74,3.488731,0.561842,2.377348,0.560302,1.797968,5.697045,7.390449,14.956158,21.446005,29.732113,43.209231,9.119002,13.396212,0.714434,0.285566,near,pre,G50,57.827329,8.602325,4.304065,2.594972,0.768,174,33.2,38.3,13.87,TRUE
519,2000,8,1,NF20,32,28.87,42.378167,-70.844833,833325.8,2963550.3,2267,73,3.102807,0.501275,2.096063,0.498167,1.724896,4.939613,6.349962,13.413143,20.478468,30.082104,45.565436,9.448355,14.414614,0.600603,0.399397,near,pre,G50,47.613023,8.544004,4.290459,2.668243,0,202,28.9,38.6,10.4,TRUE
520,2000,8,1,NF21,33,30,42.402667,-70.8365,835507.8,2972495.8,2168,57,3.273084,0.561143,2.223633,0.55966,1.803122,5.516878,6.976987,13.063306,18.099243,24.434308,34.735307,7.420367,10.726899,0.701853,0.298147,near,pre,LE50,46.561787,7.549834,4.043051,2.372755,1.35,302,30,0.4,58.9,TRUE
521,2000,8,1,NF22,34,30,42.347833,-70.815,841475.4,2952560,1249,55,4.116473,0.712025,2.777552,0.711948,1.913918,7.139551,9.280363,16.936109,22.482187,29.666631,41.67859,7.713778,11.766719,0.848752,0.151248,near,pre,LE50,35.341194,7.416198,4.007333,2.465275,0.981,235,30,2.63,42.87,FALSE
522,2000,8,1,NF23,35,36,42.397667,-70.801667,844930.8,2970749,1284,63,4.359019,0.729265,2.935834,0.729016,1.924151,7.398102,9.738656,18.799925,25.962003,35.005091,48.752017,8.801666,13.883401,0.882882,0.117118,near,pre,G50,35.832946,7.937254,4.143135,2.630694,0.374,0,36,12.4,4.8,FALSE
523,2000,8,1,NF24,36,37,42.3805,-70.801667,844982.1,2964493.3,4535,71,2.455185,0.399234,1.675066,0.397232,1.60687,4.147856,5.294197,10.513833,15.150508,21.211524,31.809115,8.432724,11.94985,0.528493,0.471507,near,pre,LE50,67.342409,8.42615,4.26268,2.480719,1.13,467,37,0.2,53.87,TRUE
524,2000,8,2,NF24,36,37,42.3805,-70.801667,844982.1,2964493.3,1750,61,3.048923,0.514088,2.056275,0.511159,1.726164,5.020721,6.478795,13.127433,18.799313,26.251243,39.524077,8.168872,12.2832,0.648258,0.351742,near,pre,LE50,41.833001,7.81025,4.110874,2.508232,1.13,250,37,0.2,53.87,TRUE
525,2000,8,3,NF24,36,37,42.3805,-70.801667,844982.1,2964493.3,1552,51,2.881049,0.507904,1.945359,0.505518,1.754399,4.858862,5.991152,10.901227,15.524622,21.739151,32.823511,6.941326,10.120606,0.601548,0.398452,near,pre,LE50,39.395431,7.141428,3.931826,2.314574,1.13,226,37,0.2,53.87,TRUE
526,2001,9,1,FF1A,12,35,42.564,-70.675833,878332.8,3031666.5,1705,62,3.029883,0.508865,2.037779,0.504912,1.673523,4.875979,6.469124,14.36248,21.337031,30.207487,44.322461,8.331855,12.618159,0.655577,0.344423,far,post,G50,41.291646,7.874008,4.127134,2.535137,0.62,17,35,0.81,16.94,TRUE
527,2001,9,2,FF1A,12,35,42.564,-70.675833,878332.8,3031666.5,2169,71,3.084274,0.501529,2.082517,0.498375,1.676074,4.929345,6.568775,14.808325,22.085393,30.90214,44.063733,9.242359,14.076104,0.643887,0.356113,far,post,G50,46.572524,8.42615,4.26268,2.644479,0.62,33,35,0.81,16.94,TRUE
528,2001,9,3,FF1A,12,35,42.564,-70.675833,878332.8,3031666.5,2070,72,2.909169,0.471508,1.95961,0.46787,1.642149,4.678095,6.222048,13.933595,20.696926,29.198453,43.237248,9.42988,14.490451,0.604217,0.395783,far,post,G50,45.497253,8.485281,4.276666,2.67349,0.62,18,35,0.81,16.94,TRUE
529,2001,9,1,FF04,2,90,42.288333,-70.425,947172.8,2931967.5,834,50,4.455312,0.789409,2.981671,0.789423,1.931861,7.622134,10.15375,20.245291,27.457568,34.785924,44.173311,7.433581,11.674901,1.055142,0.055142,far,post,LE50,28.879058,7.071068,3.912023,2.457441,1.56,19,90,0,91.11,FALSE
530,2001,9,2,FF04,2,90,42.288333,-70.425,947172.8,2931967.5,1475,53,4.055257,0.707981,2.745328,0.707483,1.905191,6.932647,8.967956,17.08764,23.388729,30.366394,39.886471,7.263843,10.754001,0.916872,0.083128,far,post,LE50,38.405729,7.28011,3.970292,2.375278,1.56,27,90,0,91.11,FALSE
531,2001,9,3,FF04,2,90,42.288333,-70.425,947172.8,2931967.5,843,47,4.061681,0.73123,2.720238,0.730623,1.909992,7.035805,9.112405,16.870669,22.824491,30.176978,41.430238,6.976433,10.741628,0.903807,0.096193,far,post,LE50,29.034462,6.855655,3.850148,2.374127,1.56,24,90,0,91.11,FALSE
532,2001,9,1,FF05,3,65,42.133333,-70.4225,948563.8,2875497.3,1282,76,4.786013,0.766016,3.217303,0.766842,1.947776,8.040252,10.871265,21.985747,30.020715,39.78685,55.726383,10.620196,17.68643,0.892409,0.107591,far,post,LE50,35.805028,8.717798,4.330733,2.872798,1.15,88,65,0.06,58.46,FALSE
533,2001,9,2,FF05,3,65,42.133333,-70.4225,948563.8,2875497.3,1267,71,4.75342,0.772946,3.196834,0.773392,1.946066,7.991931,10.785804,21.780532,29.832112,39.75399,55.077975,9.937843,16.250838,0.932975,0.067025,far,post,LE50,35.594943,8.42615,4.26268,2.788144,1.15,76,65,0.06,58.46,FALSE
534,2001,9,3,FF05,3,65,42.133333,-70.4225,948563.8,2875497.3,1938,74,4.546018,0.732112,3.081866,0.732238,1.934272,7.682111,10.244237,20.102956,27.272128,36.147831,50.327853,9.776189,15.249157,0.884238,0.115762,far,post,LE50,44.022721,8.602325,4.304065,2.724524,1.15,97,65,0.06,58.46,FALSE
535,2001,9,1,FF06,4,35,41.898333,-70.403333,954864.8,2789937,322,30,3.617986,0.737328,2.365409,0.735673,1.87953,6.377763,8.074055,14.762986,20.038874,25.843503,0,5.195209,8.088656,0.921994,0.078006,far,post,LE50,17.944358,5.477226,3.401197,2.090463,1.01,69,35,0,54.66,FALSE
536,2001,9,2,FF06,4,35,41.898333,-70.403333,954864.8,2789937,405,37,3.36285,0.645528,2.197284,0.641274,1.820535,5.636545,7.1894,14.460559,20.782753,28.504647,0,6.162674,9.906714,0.781402,0.218598,far,post,LE50,20.124612,6.082763,3.610918,2.293213,1.01,32,35,0,54.66,FALSE
537,2001,9,3,FF06,4,35,41.898333,-70.403333,954864.8,2789937,374,40,3.663503,0.688379,2.389468,0.686775,1.872704,6.303879,8.006322,15.04133,21.278876,29.843654,0,6.751903,11.346867,0.784153,0.215847,far,post,LE50,19.33908,6.324555,3.688879,2.428942,1.01,33,35,0,54.66,FALSE
538,2001,9,1,FF07,5,39,41.958333,-70.266667,991752.3,2812306.8,4354,50,2.998142,0.531222,2.054781,0.529995,1.761025,5.072384,6.394492,11.959064,16.291931,21.644022,30.481025,5.967406,7.922782,0.748716,0.251284,far,post,LE50,65.984847,7.071068,3.912023,2.069742,1.6,158,39,0,80.28,TRUE
539,2001,9,2,FF07,5,39,41.958333,-70.266667,991752.3,2812306.8,2488,46,2.54543,0.460831,1.73176,0.458543,1.621271,4.406887,5.739878,11.510275,15.523354,19.886577,27.221194,5.882929,8.011796,0.677422,0.322578,far,post,LE50,49.879856,6.78233,3.828641,2.080915,1.6,173,39,0,80.28,TRUE
540,2001,9,3,FF07,5,39,41.958333,-70.266667,991752.3,2812306.8,1841,41,3.043185,0.568018,2.069373,0.566452,1.762989,5.312081,6.785008,12.213773,15.836209,20.22015,27.787945,5.453532,7.432638,0.797695,0.202305,far,post,LE50,42.906876,6.403124,3.713572,2.005881,1.6,134,39,0,80.28,FALSE
541,2001,9,1,FF09,6,50,42.3125,-70.656667,884403.8,2940068.5,1424,109,5.065866,0.748482,3.387106,0.7485,1.937399,7.94721,10.891394,24.861865,36.95763,51.898422,75.956263,15.011241,27.476699,0.872286,0.127714,far,post,G50,37.735925,10.440307,4.691348,3.313338,0.755,50,50,0.07,18.62,FALSE
542,2001,9,2,FF09,6,50,42.3125,-70.656667,884403.8,2940068.5,1543,101,5.072238,0.761802,3.405837,0.762283,1.948435,8.140758,11.144675,24.523874,35.356429,48.616545,70.119192,13.757437,24.221728,0.892882,0.107118,far,post,G50,39.281039,10.049876,4.615121,3.18725,0.755,38,50,0.07,18.62,FALSE
543,2001,9,3,FF09,6,50,42.3125,-70.656667,884403.8,2940068.5,1460,93,4.735441,0.724167,3.179121,0.724382,1.931568,7.700082,10.368284,21.979474,31.505992,43.25259,62.550629,12.763869,22.117203,0.833712,0.166288,far,post,G50,38.209946,9.643651,4.532599,3.096356,0.755,48,50,0.07,18.62,FALSE
544,2001,9,1,FF10,7,28.71,42.414,-70.878667,824088.8,2976539.8,1604,66,3.267024,0.540505,2.197831,0.53753,1.745248,5.290684,6.917874,14.673915,21.494702,29.923847,43.619635,8.94278,13.867546,0.673494,0.326506,near,post,G50,40.049969,8.124038,4.189655,2.629551,0.829,194,28.7,4.15,35.84,TRUE
545,2001,9,2,FF10,7,28.71,42.414,-70.878667,824088.8,2976539.8,2035,90,4.479901,0.690081,3.026835,0.689148,1.889944,7.089709,9.565009,21.370367,31.581319,43.765453,60.325897,11.813735,19.27705,0.854347,0.145653,near,post,G50,45.110974,9.486833,4.49981,2.958915,0.829,113,28.7,4.15,35.84,FALSE
546,2001,9,3,FF10,7,28.71,42.414,-70.878667,824088.8,2976539.8,895,76,4.207454,0.673416,2.786039,0.671075,1.8637,6.67751,8.942683,19.951665,29.79394,42.007516,61.484048,11.181694,19.837193,0.787379,0.212621,near,post,G50,29.916551,8.717798,4.330733,2.987559,0.829,90,28.7,4.15,35.84,FALSE
547,2001,9,1,FF11,8,88.42,42.658333,-70.5,925297.4,3066550.5,1907,63,3.710456,0.62076,2.512788,0.619109,1.836201,6.114752,7.957182,16.003608,22.794615,31.389402,44.062772,8.34074,12.518288,0.789831,0.210169,far,post,LE50,43.669211,7.937254,4.143135,2.527191,1.44,19,88.4,0.05,78.43,FALSE
548,2001,9,2,FF11,8,88.42,42.658333,-70.5,925297.4,3066550.5,2210,67,3.479994,0.57368,2.361385,0.57233,1.832639,5.830554,7.375786,13.740698,19.369042,26.8107,39.515469,8.700454,13.038198,0.670672,0.329328,far,post,LE50,47.010637,8.185353,4.204693,2.567883,1.44,17,88.4,0.05,78.43,TRUE
549,2001,9,3,FF11,8,88.42,42.658333,-70.5,925297.4,3066550.5,4175,73,3.547076,0.57305,2.426543,0.572273,1.844077,5.957581,7.546162,14.021714,19.537101,26.674207,37.989596,8.756284,12.567168,0.696053,0.303947,far,post,LE50,64.61424,8.544004,4.290459,2.531088,1.44,42,88.4,0.05,78.43,TRUE
550,2001,9,1,FF12,9,23.47,42.39,-70.899667,818479.6,2967753.3,1604,48,3.224269,0.577313,2.185557,0.576073,1.825884,5.51206,6.830619,12.18931,16.412121,21.624549,31.103669,6.50384,9.311773,0.707924,0.292076,near,post,G50,40.049969,6.928203,3.871201,2.23128,0.721,199,23.5,3.98,30.16,TRUE
551,2001,9,2,FF12,9,23.47,42.39,-70.899667,818479.6,2967753.3,2368,51,3.452426,0.608633,2.352186,0.607386,1.837584,5.831593,7.363697,13.865842,19.199209,25.2363,34.383337,6.563875,9.177808,0.802794,0.197206,near,post,G50,48.6621,7.141428,3.931826,2.216788,0.721,337,23.5,3.98,30.16,FALSE
552,2001,9,3,FF12,9,23.47,42.39,-70.899667,818479.6,2967753.3,1662,51,3.421544,0.603189,2.318791,0.601851,1.824219,5.830398,7.443131,13.902043,18.766429,24.554593,34.562123,6.87723,9.953498,0.778685,0.221315,near,post,G50,40.767634,7.141428,3.931826,2.297924,0.721,221,23.5,3.98,30.16,FALSE
553,2001,9,1,FF13,10,20.73,42.319833,-70.823,839394,2942339.5,4089,55,3.28615,0.568404,2.253453,0.568021,1.863869,5.845436,7.046578,10.79422,14.081341,18.743767,27.17341,6.613712,8.982599,0.627861,0.372139,near,post,G50,63.945289,7.416198,4.007333,2.195289,0.886,517,20.7,13.15,27.79,TRUE
554,2001,9,2,FF13,10,20.73,42.319833,-70.823,839394,2942339.5,3585,60,3.336276,0.564811,2.282657,0.564164,1.847671,5.808685,7.15969,11.758587,15.722008,21.538696,31.522467,7.330918,10.236445,0.639958,0.360042,near,post,G50,59.87487,7.745967,4.094345,2.325954,0.886,324,20.7,13.15,27.79,TRUE
555,2001,9,3,FF13,10,20.73,42.319833,-70.823,839394,2942339.5,3437,52,3.085469,0.541269,2.110331,0.540133,1.810495,5.319896,6.493207,10.869562,14.833906,20.379036,30.187106,6.386359,8.692053,0.656595,0.343405,near,post,G50,58.625933,7.211103,3.951244,2.162409,0.886,526,20.7,13.15,27.79,TRUE
556,2001,9,1,FF14,11,73.31,42.416667,-70.654833,884523,2978031.8,432,51,4.476428,0.789156,2.922688,0.789153,1.926807,7.564221,10.125789,21.066525,29.466456,39.081815,0,8.404157,15.033941,0.956527,0.043473,far,post,LE50,20.78461,7.141428,3.931826,2.71031,1.22,16,73.3,0.03,73.23,FALSE
557,2001,9,2,FF14,11,73.31,42.416667,-70.654833,884523,2978031.8,763,61,4.525184,0.763005,3.00708,0.763088,1.932085,7.620415,10.149015,20.495267,28.712103,38.552339,53.831029,9.190542,15.60016,0.913371,0.086629,far,post,LE50,27.622455,7.81025,4.110874,2.747281,1.22,11,73.3,0.03,73.23,FALSE
558,2001,9,3,FF14,11,73.31,42.416667,-70.654833,884523,2978031.8,2495,73,4.533156,0.732356,3.086347,0.732453,1.930198,7.612492,10.167364,20.575217,28.028434,35.93461,47.475763,9.332599,14.085859,0.93283,0.06717,far,post,LE50,49.949975,8.544004,4.290459,2.645171,1.22,29,73.3,0.03,73.23,FALSE
